	Game_id	Person_id	PSc	PAg	Possessions	ORTG	DRTG
1352	4d475b083c4c975deabe3d9bfe98dd90	1d457397b925e5819869db6e806c9967	4	7	12	0.3333333333333333	0.5833333333333334
1353	4d475b083c4c975deabe3d9bfe98dd90	387ed8d45a1786fa72e95732df2dac4f	39	27	59	0.6610169491525424	0.4576271186440678
1354	4d475b083c4c975deabe3d9bfe98dd90	dec83d2271a993d4a217b1265d702bcb	2	13	13	0.15384615384615385	1.0
1355	4d475b083c4c975deabe3d9bfe98dd90	0e6ad08f07aa1d0f125692af405249b9	94	106	149	0.6308724832214765	0.7114093959731543
1356	4d475b083c4c975deabe3d9bfe98dd90	3c4073c5a42291d8db41f245f22940c7	17	34	39	0.4358974358974359	0.8717948717948718
1357	4d475b083c4c975deabe3d9bfe98dd90	fe8aca56ad93b72526d622348b190ec3	74	66	104	0.7115384615384616	0.6346153846153846
1358	4d475b083c4c975deabe3d9bfe98dd90	c3fab6cfaf545b6172bc6c7c099a39f1	52	77	94	0.5531914893617021	0.8191489361702128
1359	4d475b083c4c975deabe3d9bfe98dd90	3007e387a7d41a704390cb5878271b9a	80	78	108	0.7407407407407407	0.7222222222222222
1360	4d475b083c4c975deabe3d9bfe98dd90	2fd8063b8cb4a66e2658b3a33dfa4850	45	39	66	0.6818181818181818	0.5909090909090909
1361	4d475b083c4c975deabe3d9bfe98dd90	324b2f11b1cd08156cceb7206ef69820	32	34	51	0.6274509803921569	0.6666666666666666
1362	4d475b083c4c975deabe3d9bfe98dd90	11f83d15ab55554432254788bba1e58f	62	69	93	0.6666666666666666	0.7419354838709677
1363	4d475b083c4c975deabe3d9bfe98dd90	4cf82b670bd014fbd6b99ca1ffa25a4f	2	0	3	0.6666666666666666	0.0
1364	4d475b083c4c975deabe3d9bfe98dd90	89c519190d06b39ae85634965daafa5c	2	0	3	0.6666666666666666	0.0
1365	4d475b083c4c975deabe3d9bfe98dd90	cf81e3b197158f3ddedae95005aa9859	95	71	120	0.7916666666666666	0.5916666666666667
1366	4d475b083c4c975deabe3d9bfe98dd90	fded22dce8e6e398001981ec5077d3a5	0	0	0		
1367	4d475b083c4c975deabe3d9bfe98dd90	eeaac18e3ac23a64e844e9686189d005	68	58	84	0.8095238095238095	0.6904761904761905
1368	4d475b083c4c975deabe3d9bfe98dd90	e78a1d607e24b45967811d15848bfa7f	0	0	0		
1369	4d475b083c4c975deabe3d9bfe98dd90	769cf4fe28af6cafc5887879e7f7f40f	0	0	0		
1410	559912f00a5ed116f71cb72ecc991a5b	255fe2a8be0ed5c06dd99969ab4fea55	10	13	18	0.5555555555555556	0.7222222222222222
1411	559912f00a5ed116f71cb72ecc991a5b	94e99d76e87ee926faab66d382b3a955	7	5	12	0.5833333333333334	0.4166666666666667
1412	559912f00a5ed116f71cb72ecc991a5b	ad1c818605d80c2d6aeabf60426e94a9	0	0	0		
1413	559912f00a5ed116f71cb72ecc991a5b	52c6125836c465f4ac5232121dacb49d	29	26	47	0.6170212765957447	0.5531914893617021
1414	559912f00a5ed116f71cb72ecc991a5b	ff59dc439c6c323320bc355afe884fcb	70	50	92	0.7608695652173914	0.5434782608695652
1415	559912f00a5ed116f71cb72ecc991a5b	7dfbb5980c066844384ba7424aceae47	58	78	105	0.5523809523809524	0.7428571428571429
1416	559912f00a5ed116f71cb72ecc991a5b	3626b893fc73a5cbd67d1ea48a5c7039	96	73	121	0.7933884297520661	0.6033057851239669
1417	559912f00a5ed116f71cb72ecc991a5b	0b978fcfa7f2ec839c563a755e345ff8	10	8	17	0.5882352941176471	0.47058823529411764
1418	559912f00a5ed116f71cb72ecc991a5b	bfef77a3e57907855444410d490e7bfd	5	3	9	0.5555555555555556	0.3333333333333333
1419	559912f00a5ed116f71cb72ecc991a5b	7ad61d685fab533836df6c4605db1ac2	0	0	0		
1420	559912f00a5ed116f71cb72ecc991a5b	1a6703883f8f47bb4daf09c03be3bda2	80	58	107	0.7476635514018691	0.5420560747663551
1421	559912f00a5ed116f71cb72ecc991a5b	ff52c317e26534ae1679da3c917e9fec	71	96	129	0.5503875968992248	0.7441860465116279
1422	559912f00a5ed116f71cb72ecc991a5b	25b9943b95a816346c06eae76c78a593	0	0	0		
1423	559912f00a5ed116f71cb72ecc991a5b	ef232aca3c330ff4f84215374638d026	0	0	0		
1424	559912f00a5ed116f71cb72ecc991a5b	31598ba01a3fff03ed0a87d7dea11dfe	89	66	115	0.7739130434782608	0.5739130434782609
1425	559912f00a5ed116f71cb72ecc991a5b	11beb0ae23e6425510297a31fa21881e	59	76	103	0.5728155339805825	0.7378640776699029
1426	559912f00a5ed116f71cb72ecc991a5b	1177a5cdd245dc40c6c39bac4df89ce3	7	10	16	0.4375	0.625
1427	559912f00a5ed116f71cb72ecc991a5b	6ad10958a1d4920dccb1daec39bebd6b	69	90	120	0.575	0.75
1428	559912f00a5ed116f71cb72ecc991a5b	83c15c0962941640faab838a8f6f151d	74	98	132	0.5606060606060606	0.7424242424242424
1429	559912f00a5ed116f71cb72ecc991a5b	a1591595c04d12e88e3cb427fb667618	95	67	117	0.811965811965812	0.5726495726495726
1430	559912f00a5ed116f71cb72ecc991a5b	a3bac86ad549b2f128a62399d73d6299	33	36	57	0.5789473684210527	0.631578947368421
1431	559912f00a5ed116f71cb72ecc991a5b	41c0674725d4cddab004649e9db5a3ce	28	31	46	0.6086956521739131	0.6739130434782609
1432	559912f00a5ed116f71cb72ecc991a5b	90ba0d1de241290df2e124a5e02d68ef	54	64	90	0.6	0.7111111111111111
1433	559912f00a5ed116f71cb72ecc991a5b	6f6a807d57aae8f651222523dc82dc35	44	43	77	0.5714285714285714	0.5584415584415584
1434	559912f00a5ed116f71cb72ecc991a5b	fbcda0bcb861e4726ca8871b8965ede4	43	39	64	0.671875	0.609375
1435	559912f00a5ed116f71cb72ecc991a5b	14de632b07100527b0ced12fd4eeffb7	0	0	0		
1436	559912f00a5ed116f71cb72ecc991a5b	1f568a2342e4c375873d49a15e2d4448	7	11	17	0.4117647058823529	0.6470588235294118
1437	559912f00a5ed116f71cb72ecc991a5b	821887f9a002be16b5f79729fae59e01	0	0	0		
1438	559912f00a5ed116f71cb72ecc991a5b	3d75035d20b173a867d4bf32c8a58f0b	12	9	19	0.631578947368421	0.47368421052631576
1439	559912f00a5ed116f71cb72ecc991a5b	31f28da997f1ed51f0f688b9d004b269	0	0	0		
1480	58f4e85cad83adedfa96749b0cde2564	fb64ca4b8beaf4c4c6e4575fe2f3abd7	72	94	120	0.6	0.7833333333333333
1481	58f4e85cad83adedfa96749b0cde2564	255fe2a8be0ed5c06dd99969ab4fea55	13	19	20	0.65	0.95
1482	58f4e85cad83adedfa96749b0cde2564	f3d6e924c2736c9e5771b0784e31c2df	0	0	0		
1483	58f4e85cad83adedfa96749b0cde2564	94e99d76e87ee926faab66d382b3a955	4	6	8	0.5	0.75
1484	58f4e85cad83adedfa96749b0cde2564	32c044aa84d75ccd78c3c9f2aeb33bd9	37	37	52	0.7115384615384616	0.7115384615384616
1485	58f4e85cad83adedfa96749b0cde2564	52c6125836c465f4ac5232121dacb49d	28	24	35	0.8	0.6857142857142857
1486	58f4e85cad83adedfa96749b0cde2564	ff59dc439c6c323320bc355afe884fcb	51	38	68	0.75	0.5588235294117647
1487	58f4e85cad83adedfa96749b0cde2564	7f438c18058290903c46dfe9d71bd68a	50	68	85	0.5882352941176471	0.8
1488	58f4e85cad83adedfa96749b0cde2564	8c7a7249d80b1489594b3a2a87f3f19d	8	6	10	0.8	0.6
1489	58f4e85cad83adedfa96749b0cde2564	3626b893fc73a5cbd67d1ea48a5c7039	91	62	111	0.8198198198198198	0.5585585585585585
1490	58f4e85cad83adedfa96749b0cde2564	1dabb767e07d0aa702ee58d41c15eab1	42	50	67	0.6268656716417911	0.746268656716418
1491	58f4e85cad83adedfa96749b0cde2564	0b978fcfa7f2ec839c563a755e345ff8	24	18	26	0.9230769230769231	0.6923076923076923
1492	58f4e85cad83adedfa96749b0cde2564	95920e4bf5b6c15ba8dffbf959b38ba5	47	72	85	0.5529411764705883	0.8470588235294118
1493	58f4e85cad83adedfa96749b0cde2564	bfef77a3e57907855444410d490e7bfd	49	28	51	0.9607843137254902	0.5490196078431373
1494	58f4e85cad83adedfa96749b0cde2564	722a380c9b59ef42226e8d392824dcb9	40	66	73	0.547945205479452	0.9041095890410958
1495	58f4e85cad83adedfa96749b0cde2564	1a6703883f8f47bb4daf09c03be3bda2	89	72	112	0.7946428571428571	0.6428571428571429
1496	58f4e85cad83adedfa96749b0cde2564	ef8b068ab7ac9d387b256404acd24cd5	28	49	51	0.5490196078431373	0.9607843137254902
1497	58f4e85cad83adedfa96749b0cde2564	31598ba01a3fff03ed0a87d7dea11dfe	59	41	70	0.8428571428571429	0.5857142857142857
1498	58f4e85cad83adedfa96749b0cde2564	a1591595c04d12e88e3cb427fb667618	87	72	113	0.7699115044247787	0.6371681415929203
1499	58f4e85cad83adedfa96749b0cde2564	e49b2cc3f9aacd500b11a35b1c57112d	0	0	0		
1500	58f4e85cad83adedfa96749b0cde2564	36fdadf436b164ee29174c8e1fde7271	49	50	70	0.7	0.7142857142857143
1501	58f4e85cad83adedfa96749b0cde2564	6f6a807d57aae8f651222523dc82dc35	4	6	8	0.5	0.75
1502	58f4e85cad83adedfa96749b0cde2564	fbcda0bcb861e4726ca8871b8965ede4	0	0	0		
1503	58f4e85cad83adedfa96749b0cde2564	942a84f05f4ab956125f68ec0963481f	40	41	58	0.6896551724137931	0.7068965517241379
1504	58f4e85cad83adedfa96749b0cde2564	c950aaad2e56c87e9ac7281016d37cb6	8	6	10	0.8	0.6
1505	58f4e85cad83adedfa96749b0cde2564	14de632b07100527b0ced12fd4eeffb7	0	0	0		
1506	58f4e85cad83adedfa96749b0cde2564	821887f9a002be16b5f79729fae59e01	4	6	8	0.5	0.75
1507	58f4e85cad83adedfa96749b0cde2564	619d3e44dc84b366bd685de3e94b3bec	4	1	4	1.0	0.25
1508	58f4e85cad83adedfa96749b0cde2564	18a823379f2bf4e4be8b419698cde91c	0	0	0		
1509	58f4e85cad83adedfa96749b0cde2564	3d75035d20b173a867d4bf32c8a58f0b	37	33	55	0.6727272727272727	0.6
1550	5a2bb80caeb8ee7d84bca860e2c38249	fb64ca4b8beaf4c4c6e4575fe2f3abd7	92	90	138	0.6666666666666666	0.6521739130434783
1551	5a2bb80caeb8ee7d84bca860e2c38249	f3d6e924c2736c9e5771b0784e31c2df	0	0	0		
1552	5a2bb80caeb8ee7d84bca860e2c38249	32c044aa84d75ccd78c3c9f2aeb33bd9	76	65	113	0.672566371681416	0.5752212389380531
1553	5a2bb80caeb8ee7d84bca860e2c38249	7f438c18058290903c46dfe9d71bd68a	56	58	90	0.6222222222222222	0.6444444444444445
1554	5a2bb80caeb8ee7d84bca860e2c38249	44230324724c84f122ac62a5f0918314	77	71	112	0.6875	0.6339285714285714
1555	5a2bb80caeb8ee7d84bca860e2c38249	8c7a7249d80b1489594b3a2a87f3f19d	0	0	0		
1556	5a2bb80caeb8ee7d84bca860e2c38249	48ec4e6c52f418d5ca4ef510ba473ea0	89	97	141	0.6312056737588653	0.6879432624113475
1557	5a2bb80caeb8ee7d84bca860e2c38249	1dabb767e07d0aa702ee58d41c15eab1	70	69	105	0.6666666666666666	0.6571428571428571
1558	5a2bb80caeb8ee7d84bca860e2c38249	95920e4bf5b6c15ba8dffbf959b38ba5	87	69	119	0.7310924369747899	0.5798319327731093
1559	5a2bb80caeb8ee7d84bca860e2c38249	616281dee946056b071699476fdee9ec	66	61	91	0.7252747252747253	0.6703296703296703
1560	5a2bb80caeb8ee7d84bca860e2c38249	722a380c9b59ef42226e8d392824dcb9	79	71	118	0.6694915254237288	0.6016949152542372
1561	5a2bb80caeb8ee7d84bca860e2c38249	e814950408915f43de2b079dce7c21c5	43	65	89	0.48314606741573035	0.7303370786516854
1562	5a2bb80caeb8ee7d84bca860e2c38249	ef8b068ab7ac9d387b256404acd24cd5	27	36	44	0.6136363636363636	0.8181818181818182
1563	5a2bb80caeb8ee7d84bca860e2c38249	99104de2626f67c1fa2ce70504970c3f	37	42	67	0.5522388059701493	0.6268656716417911
1564	5a2bb80caeb8ee7d84bca860e2c38249	1b37fed4823f31ccbf03515f4b9fe438	0	0	0		
1565	5a2bb80caeb8ee7d84bca860e2c38249	d00d552bc4e50f63f9397a74514519ba	0	0	0		
1566	5a2bb80caeb8ee7d84bca860e2c38249	e49b2cc3f9aacd500b11a35b1c57112d	20	31	37	0.5405405405405406	0.8378378378378378
1567	5a2bb80caeb8ee7d84bca860e2c38249	36fdadf436b164ee29174c8e1fde7271	18	26	31	0.5806451612903226	0.8387096774193549
1568	5a2bb80caeb8ee7d84bca860e2c38249	4ef3dae16c436459ff05156abca5cebd	18	16	26	0.6923076923076923	0.6153846153846154
1569	5a2bb80caeb8ee7d84bca860e2c38249	902362537ff2a39c0c0cfb82ab0adac2	0	0	0		
1570	5a2bb80caeb8ee7d84bca860e2c38249	942a84f05f4ab956125f68ec0963481f	0	0	0		
1571	5a2bb80caeb8ee7d84bca860e2c38249	c950aaad2e56c87e9ac7281016d37cb6	0	0	0		
1572	5a2bb80caeb8ee7d84bca860e2c38249	4413c19cf092bda39332d7833c90bfe6	0	0	0		
1573	5a2bb80caeb8ee7d84bca860e2c38249	bf6ed471f8425903310f08548a206905	0	0	0		
1574	5a2bb80caeb8ee7d84bca860e2c38249	5cce6ffa455e6372d9de0de400482ab6	31	32	47	0.6595744680851063	0.6808510638297872
1575	5a2bb80caeb8ee7d84bca860e2c38249	619d3e44dc84b366bd685de3e94b3bec	0	0	0		
1576	5a2bb80caeb8ee7d84bca860e2c38249	4dd3d6a51dc97c651d3a86eec4362a1f	82	68	110	0.7454545454545455	0.6181818181818182
1577	5a2bb80caeb8ee7d84bca860e2c38249	18a823379f2bf4e4be8b419698cde91c	0	0	0		
1578	5a2bb80caeb8ee7d84bca860e2c38249	7027df5d9c51192f3527ac8c74b4d08d	0	0	0		
1579	5a2bb80caeb8ee7d84bca860e2c38249	d81d912f81fa43178f423aa89a713e96	72	73	112	0.6428571428571429	0.6517857142857143
1620	62083f5d100803b41537d7afa1de25b3	fb64ca4b8beaf4c4c6e4575fe2f3abd7	86	79	129	0.6666666666666666	0.6124031007751938
1621	62083f5d100803b41537d7afa1de25b3	f3d6e924c2736c9e5771b0784e31c2df	0	0	0		
1622	62083f5d100803b41537d7afa1de25b3	32c044aa84d75ccd78c3c9f2aeb33bd9	71	58	99	0.7171717171717171	0.5858585858585859
1623	62083f5d100803b41537d7afa1de25b3	efdf75393e50b635b2ea854471a88345	0	0	0		
1624	62083f5d100803b41537d7afa1de25b3	7f438c18058290903c46dfe9d71bd68a	80	73	112	0.7142857142857143	0.6517857142857143
1625	62083f5d100803b41537d7afa1de25b3	8c7a7249d80b1489594b3a2a87f3f19d	16	28	35	0.45714285714285713	0.8
1626	62083f5d100803b41537d7afa1de25b3	1dabb767e07d0aa702ee58d41c15eab1	23	29	41	0.5609756097560976	0.7073170731707317
1627	62083f5d100803b41537d7afa1de25b3	3691a0fcae960edcb40de2300f0f4a90	71	79	120	0.5916666666666667	0.6583333333333333
1628	62083f5d100803b41537d7afa1de25b3	95920e4bf5b6c15ba8dffbf959b38ba5	73	70	106	0.6886792452830188	0.660377358490566
1629	62083f5d100803b41537d7afa1de25b3	722a380c9b59ef42226e8d392824dcb9	55	38	66	0.8333333333333334	0.5757575757575758
1630	62083f5d100803b41537d7afa1de25b3	418c3464b096a90c269ae5145ddf4d92	67	72	107	0.6261682242990654	0.6728971962616822
1631	62083f5d100803b41537d7afa1de25b3	ce131b461fdfb50c5c1276a796638466	22	14	23	0.9565217391304348	0.6086956521739131
1632	62083f5d100803b41537d7afa1de25b3	900cd9f9e6b0339101bbc843bc0fec6c	50	46	72	0.6944444444444444	0.6388888888888888
1633	62083f5d100803b41537d7afa1de25b3	ef8b068ab7ac9d387b256404acd24cd5	0	0	0		
1634	62083f5d100803b41537d7afa1de25b3	6861bcedc7a5448ec9fb79c65db0ef6f	48	55	73	0.6575342465753424	0.7534246575342466
1635	62083f5d100803b41537d7afa1de25b3	95e4a68c9596fa7884f955c14ab1ea84	65	74	102	0.6372549019607843	0.7254901960784313
1636	62083f5d100803b41537d7afa1de25b3	4c4a14556a26a6fb83497a85c5bba602	59	47	87	0.6781609195402298	0.5402298850574713
1637	62083f5d100803b41537d7afa1de25b3	e49b2cc3f9aacd500b11a35b1c57112d	21	28	37	0.5675675675675675	0.7567567567567568
1638	62083f5d100803b41537d7afa1de25b3	36fdadf436b164ee29174c8e1fde7271	33	31	48	0.6875	0.6458333333333334
1639	62083f5d100803b41537d7afa1de25b3	349033e700f4f61c4acecbfbfe4225eb	2	6	6	0.3333333333333333	1.0
1640	62083f5d100803b41537d7afa1de25b3	64e4b07f8d90902bcab1aa9e6b5d2ecf	69	76	112	0.6160714285714286	0.6785714285714286
1641	62083f5d100803b41537d7afa1de25b3	83d6b908e0df4b3aa13b684fa74c544c	0	0	0		
1642	62083f5d100803b41537d7afa1de25b3	942a84f05f4ab956125f68ec0963481f	42	51	72	0.5833333333333334	0.7083333333333334
1643	62083f5d100803b41537d7afa1de25b3	c950aaad2e56c87e9ac7281016d37cb6	0	0	0		
1644	62083f5d100803b41537d7afa1de25b3	137eed94de2c9698e4ac04e9ae73df02	32	31	43	0.7441860465116279	0.7209302325581395
1645	62083f5d100803b41537d7afa1de25b3	619d3e44dc84b366bd685de3e94b3bec	0	0	0		
1646	62083f5d100803b41537d7afa1de25b3	456adb7fd5329bfe1c8dce6b5dafa22c	0	0	0		
1647	62083f5d100803b41537d7afa1de25b3	18a823379f2bf4e4be8b419698cde91c	0	0	0		
1648	62083f5d100803b41537d7afa1de25b3	f5e2c91dffa679bce11356eb8b60d26c	0	0	0		
1649	62083f5d100803b41537d7afa1de25b3	a4d4f9a2e312a7969d818a7175266578	0	0	0		
1690	624e85db99e59ea7bbbdc0f74923f645	ec3eb26ab9e0bcdf5f3031a9f41c8de5	80	75	128	0.625	0.5859375
1691	624e85db99e59ea7bbbdc0f74923f645	99c5c3c644cec5a34a103d2c342b49bd	0	0	0		
1692	624e85db99e59ea7bbbdc0f74923f645	23ac8d5d5177ac07a13c2e09b36fa875	30	40	48	0.625	0.8333333333333334
1693	624e85db99e59ea7bbbdc0f74923f645	c4d3f5f09856d59a1ebd1618e137dc57	0	0	0		
1694	624e85db99e59ea7bbbdc0f74923f645	1b79692937a3433c730fda1c9848a158	64	56	98	0.6530612244897959	0.5714285714285714
1695	624e85db99e59ea7bbbdc0f74923f645	a332971ac98803a5059664c432a420f5	71	77	125	0.568	0.616
1696	624e85db99e59ea7bbbdc0f74923f645	a05b7a85a87b3c7789bf03ec6de8a132	73	70	120	0.6083333333333333	0.5833333333333334
1697	624e85db99e59ea7bbbdc0f74923f645	6fd2a56d4457a4617bc4931d6c9f3f31	34	18	43	0.7906976744186046	0.4186046511627907
1698	624e85db99e59ea7bbbdc0f74923f645	ec1701b0740d49558c0e4292fbcf5d28	86	72	122	0.7049180327868853	0.5901639344262295
1699	624e85db99e59ea7bbbdc0f74923f645	0e35575a0624318cc691947fe700df94	0	0	0		
1700	624e85db99e59ea7bbbdc0f74923f645	5fd232375e25673e5a7ea79148b580e7	83	92	135	0.6148148148148148	0.6814814814814815
1701	624e85db99e59ea7bbbdc0f74923f645	a811b9be4a6f970237dc876deb1c7303	15	27	30	0.5	0.9
1702	624e85db99e59ea7bbbdc0f74923f645	355440241677831feb31321e4f47389c	0	0	0		
1703	624e85db99e59ea7bbbdc0f74923f645	a6dbbde894c43161e209766cf210a41d	0	0	0		
1704	624e85db99e59ea7bbbdc0f74923f645	fe4fc80aa14544264b2eca38dbe85bd1	31	44	65	0.47692307692307695	0.676923076923077
1705	624e85db99e59ea7bbbdc0f74923f645	ead40f339c8cec51277a00ce727bf90b	0	0	0		
1706	624e85db99e59ea7bbbdc0f74923f645	5254f09164f6bcfba80a12e595ca4724	65	68	107	0.6074766355140186	0.6355140186915887
1707	624e85db99e59ea7bbbdc0f74923f645	a78b94cd8bd99d6621af9965df740b9c	41	48	69	0.5942028985507246	0.6956521739130435
1708	624e85db99e59ea7bbbdc0f74923f645	604cf20c0817fd4629c73902f4c6dd1c	31	35	59	0.5254237288135594	0.5932203389830508
1709	624e85db99e59ea7bbbdc0f74923f645	545561642487bf6991898bd62e9c3172	0	0	0		
1710	624e85db99e59ea7bbbdc0f74923f645	0fb72becf2760a5039acf1bf9e6e4ed9	60	60	98	0.6122448979591837	0.6122448979591837
1711	624e85db99e59ea7bbbdc0f74923f645	fde04f931b1efe670ec01ec59424cd20	29	25	38	0.7631578947368421	0.6578947368421053
1712	624e85db99e59ea7bbbdc0f74923f645	4f337e87813201f702810d4521f0c8ba	0	0	0		
1713	624e85db99e59ea7bbbdc0f74923f645	f85a47779c423d73ea3b2aa48c54ff8b	84	64	113	0.7433628318584071	0.5663716814159292
1714	624e85db99e59ea7bbbdc0f74923f645	093587100e2037b5dec3199d77b35e8b	0	0	0		
1715	624e85db99e59ea7bbbdc0f74923f645	da217bfb57d487191f07658d51478cf6	0	0	0		
1716	624e85db99e59ea7bbbdc0f74923f645	ce84530bdb8f4a9e7cf97e14d536b8a0	21	32	40	0.525	0.8
1717	624e85db99e59ea7bbbdc0f74923f645	59fa10b4c9f3cd3cf1048a41966fe24e	87	82	142	0.6126760563380281	0.5774647887323944
1718	624e85db99e59ea7bbbdc0f74923f645	80be35a1a47cbbefd4e0ca76eb28fcb4	0	0	0		
1719	624e85db99e59ea7bbbdc0f74923f645	68b4e768ed5b52bf2d2f882ebd051c66	0	0	0		
1760	681bafe84c48e522bc72eba7b3a04b4a	ec3eb26ab9e0bcdf5f3031a9f41c8de5	49	56	79	0.620253164556962	0.7088607594936709
1761	681bafe84c48e522bc72eba7b3a04b4a	99c5c3c644cec5a34a103d2c342b49bd	0	0	0		
1762	681bafe84c48e522bc72eba7b3a04b4a	23ac8d5d5177ac07a13c2e09b36fa875	8	8	12	0.6666666666666666	0.6666666666666666
1763	681bafe84c48e522bc72eba7b3a04b4a	c4d3f5f09856d59a1ebd1618e137dc57	0	0	0		
1764	681bafe84c48e522bc72eba7b3a04b4a	1b79692937a3433c730fda1c9848a158	44	53	77	0.5714285714285714	0.6883116883116883
1765	681bafe84c48e522bc72eba7b3a04b4a	a332971ac98803a5059664c432a420f5	99	91	143	0.6923076923076923	0.6363636363636364
1766	681bafe84c48e522bc72eba7b3a04b4a	a05b7a85a87b3c7789bf03ec6de8a132	62	73	109	0.5688073394495413	0.6697247706422018
1767	681bafe84c48e522bc72eba7b3a04b4a	6fd2a56d4457a4617bc4931d6c9f3f31	8	12	13	0.6153846153846154	0.9230769230769231
1768	681bafe84c48e522bc72eba7b3a04b4a	ec1701b0740d49558c0e4292fbcf5d28	50	52	82	0.6097560975609756	0.6341463414634146
1769	681bafe84c48e522bc72eba7b3a04b4a	0e35575a0624318cc691947fe700df94	6	15	13	0.46153846153846156	1.1538461538461537
1770	681bafe84c48e522bc72eba7b3a04b4a	5fd232375e25673e5a7ea79148b580e7	100	88	140	0.7142857142857143	0.6285714285714286
1771	681bafe84c48e522bc72eba7b3a04b4a	a811b9be4a6f970237dc876deb1c7303	11	16	21	0.5238095238095238	0.7619047619047619
1772	681bafe84c48e522bc72eba7b3a04b4a	355440241677831feb31321e4f47389c	0	0	0		
1773	681bafe84c48e522bc72eba7b3a04b4a	a6dbbde894c43161e209766cf210a41d	0	0	0		
1774	681bafe84c48e522bc72eba7b3a04b4a	fe4fc80aa14544264b2eca38dbe85bd1	76	87	116	0.6551724137931034	0.75
1775	681bafe84c48e522bc72eba7b3a04b4a	ead40f339c8cec51277a00ce727bf90b	0	0	0		
1776	681bafe84c48e522bc72eba7b3a04b4a	5254f09164f6bcfba80a12e595ca4724	66	58	99	0.6666666666666666	0.5858585858585859
1777	681bafe84c48e522bc72eba7b3a04b4a	a78b94cd8bd99d6621af9965df740b9c	92	78	132	0.696969696969697	0.5909090909090909
1778	681bafe84c48e522bc72eba7b3a04b4a	604cf20c0817fd4629c73902f4c6dd1c	63	46	78	0.8076923076923077	0.5897435897435898
1779	681bafe84c48e522bc72eba7b3a04b4a	545561642487bf6991898bd62e9c3172	0	0	0		
1780	681bafe84c48e522bc72eba7b3a04b4a	0fb72becf2760a5039acf1bf9e6e4ed9	62	48	78	0.7948717948717948	0.6153846153846154
1781	681bafe84c48e522bc72eba7b3a04b4a	fde04f931b1efe670ec01ec59424cd20	6	8	8	0.75	1.0
1782	681bafe84c48e522bc72eba7b3a04b4a	4f337e87813201f702810d4521f0c8ba	7	11	15	0.4666666666666667	0.7333333333333333
1783	681bafe84c48e522bc72eba7b3a04b4a	f85a47779c423d73ea3b2aa48c54ff8b	90	90	129	0.6976744186046512	0.6976744186046512
1784	681bafe84c48e522bc72eba7b3a04b4a	093587100e2037b5dec3199d77b35e8b	0	0	0		
1785	681bafe84c48e522bc72eba7b3a04b4a	da217bfb57d487191f07658d51478cf6	0	0	0		
1786	681bafe84c48e522bc72eba7b3a04b4a	ce84530bdb8f4a9e7cf97e14d536b8a0	49	51	76	0.6447368421052632	0.6710526315789473
1787	681bafe84c48e522bc72eba7b3a04b4a	59fa10b4c9f3cd3cf1048a41966fe24e	82	89	130	0.6307692307692307	0.6846153846153846
1788	681bafe84c48e522bc72eba7b3a04b4a	80be35a1a47cbbefd4e0ca76eb28fcb4	0	0	0		
1789	681bafe84c48e522bc72eba7b3a04b4a	68b4e768ed5b52bf2d2f882ebd051c66	0	0	0		
1830	68f62f1c5cb84257932676bef8cc7a1a	05acdf079fb7584b35de9ec52d486d02	50	54	108	0.46296296296296297	0.5
1831	68f62f1c5cb84257932676bef8cc7a1a	14f9bdcd40503a2caa3a0cb8d0d68e49	0	0	0		
1832	68f62f1c5cb84257932676bef8cc7a1a	ed2c00d1cbd80e8b960a98d5ae0bda44	52	37	85	0.611764705882353	0.43529411764705883
1833	68f62f1c5cb84257932676bef8cc7a1a	8b27d0fe8268b3f83de96b7e198ca2c0	29	24	39	0.7435897435897436	0.6153846153846154
1834	68f62f1c5cb84257932676bef8cc7a1a	4b35bf5cc8eebb940aa41c466bff7277	75	71	129	0.5813953488372093	0.5503875968992248
1835	68f62f1c5cb84257932676bef8cc7a1a	b65cb97208a56cc4f7071616f1605b3d	67	63	115	0.5826086956521739	0.5478260869565217
1836	68f62f1c5cb84257932676bef8cc7a1a	9d727edb4746e585028aabb9e1822cda	0	0	0		
1837	68f62f1c5cb84257932676bef8cc7a1a	06a5ada03328fca808144c85a73fd06b	80	84	150	0.5333333333333333	0.56
1838	68f62f1c5cb84257932676bef8cc7a1a	25cf5e1780ec195d1b11660bb9f10689	72	80	139	0.5179856115107914	0.5755395683453237
1839	68f62f1c5cb84257932676bef8cc7a1a	e741e01157292e79ed64b86014039285	44	50	87	0.5057471264367817	0.5747126436781609
1840	68f62f1c5cb84257932676bef8cc7a1a	feabbe3092a93fc40dd6d46228eb0158	0	0	0		
1841	68f62f1c5cb84257932676bef8cc7a1a	bca65b4d1889c9c4c97d5dfa6efb117b	61	55	106	0.5754716981132075	0.5188679245283019
1842	68f62f1c5cb84257932676bef8cc7a1a	7d4a2b8dde866a2e6d1af135586f063d	0	0	0		
1843	68f62f1c5cb84257932676bef8cc7a1a	193fc4c980cdd1403355013364b9b08c	21	25	39	0.5384615384615384	0.6410256410256411
1844	68f62f1c5cb84257932676bef8cc7a1a	f42e50d6a567798c9540b0cf7447337e	62	59	116	0.5344827586206896	0.5086206896551724
1845	68f62f1c5cb84257932676bef8cc7a1a	f1858386f432e1bfcecd2ce32b210da6	0	0	0		
